Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (State),Custom field (Story Points),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
CP - Configure dev.cordobalegal.com and activate full dev environment,HED-965,27016,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,01/Jun/26 10:02 AM,22/Jul/26 8:39 AM,,,,0,cordobaPortal,DevOps,,,,,"*Description*

The dev environment cluster is fully deployed and healthy but {{dev.cordobalegal.com}} is not publicly accessible because the domain's DNS is still managed by GoDaddy instead of Route53. The Route53 hosted zone already has all the necessary records configured.

*Acceptance Criteria*

* Nameservers of {{cordobalegal.com}} updated in GoDaddy to point to Route53 ({{ns-115.awsdns-14.com}}, {{ns-1313.awsdns-36.org}}, {{ns-1740.awsdns-25.co.uk}}, {{ns-867.awsdns-44.net}})
* Frontend dev ingress updated with host {{dev.cordobalegal.com}} and TLS — PR merged to {{develop}}
* {{dev.cordobalegal.com}} accessible via browser — frontend carga correctamente
* Backend APIs responden en {{dev.cordobalegal.com/api/v1/...}}

*Deliverables*",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,;01/Jun/26 10:11 AM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;3600,,,,,,,7200,3600,3600,50%,7200,3600,3600,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00fm7:,,,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,01/Jun/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,19564,HED-409,CP - General Section,In Progress,01/Jun/26 10:11 AM
CP - Implement Google Analytics in Login section,HED-866,26659,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,13/May/26 1:20 PM,22/Jul/26 8:39 AM,,,,0,analytics,cordobaPortal,,,,,"*Description*
Implement Google Analytics tracking in the Login section to begin evaluating how GA4 behaves within Cordoba Portal. The goal is to understand what metrics and events can be collected, explore the available analytics capabilities, and learn how to configure and use the GA4 admin panel.

*Acceptance Criteria*

* Google Analytics integrated in the Login section
* Login-related events successfully tracked in GA4
* Initial metrics and event behavior reviewed and documented
* GA4 admin configuration explored and validated
* Findings and potential next steps documented for future analytics implementation

*Deliverables*",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00fm5:,,,Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,"L (5) -> Characteristics:  Larger work item with multiple touchpoints.  Requires planning and careful testing. Examples: A new module, integrating an external API, partial refactoring of a component. // 1 full day",5.0,,,,,,,,,,,In Progress,22/May/26 9:13 AM
CX - Options to fix the Issue,HED-1274,27369,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,17/Jul/26 10:34 AM,22/Jul/26 10:06 AM,22/Jul/26 10:05 AM,,,0,,,,,,,"“every call is been redirected?”

* Can we check this with -Aren-? Lets check his feedback
** WE NEED SOMEONE WITH T-MOBILE

Create a Guide…

LINK QA y check if any process answers what we are trying to check.

# Best Questions 
# USSD to check current configuration? … 15,… , 30
# …",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h4v:,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,,,,,,,,To Do,17/Jul/26 10:34 AM
CX - Android - Check the text length of the error message,HED-1245,27340,Bug,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,High,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,14/Jul/26 11:54 AM,22/Jul/26 8:39 AM,22/Jul/26 9:14 AM,,,0,android,bugs,creditorx,kotlin,,,"As you can see, the error message looks truncated—it ends with “...”, but it should be displayed in full.

!2026-07-14_10-52-48-20260714-155248.png|width=243,alt=""2026-07-14_10-52-48-20260714-155248.png""!",,Diana Maribel Adarme Dominguez,Guillermo Malagón,rhiraldo,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,712020:313307ce-3202-4da7-b5a3-adcbee32f188,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,,,,,,,,,,,,,,,,,,,,,,,,14/Jul/26 11:54 AM;ug:0ef31130-bcb1-4b60-ad5c-e9a1b0283936;2026-07-14_10-52-48-20260714-155248.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17985,16/Jul/26 1:20 PM;ug:0cd04935-75db-4721-b765-de9e1ded8e91;app-debug (e73f4edb-5406-4657-a7ab-5df2cc227a50).apk;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18007,15/Jul/26 2:34 PM;ug:0cd04935-75db-4721-b765-de9e1ded8e91;app-debug.apk;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17997,16/Jul/26 1:20 PM;ug:0cd04935-75db-4721-b765-de9e1ded8e91;app-production (f80f3cf4-bba2-46d9-b899-12d869318d27).apk;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18008,15/Jul/26 2:34 PM;ug:0cd04935-75db-4721-b765-de9e1ded8e91;app-production.apk;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17996,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T09:50:47.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h0v:,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,,,,"15/Jul/26 2:34 PM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188]  this is ready for review. i suggest a regression test for this feature.

[^app-production.apk] [^app-debug.apk] 

[~accountid:712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4] [~accountid:712020:aa58d0f0-01dc-4b39-bab7-538a16905fea] this is the merge request [https://github.com/cordoba-tech/creditorx-android/pull/17|https://github.com/cordoba-tech/creditorx-android/pull/17|smart-link] ","15/Jul/26 3:39 PM;712020:aa58d0f0-01dc-4b39-bab7-538a16905fea;[~accountid:712020:fd36cadf-9806-42d0-93a9-02002d8431e5] [~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] Functionality tests are carried out and it is evident that the message is now displayed as requested. However, the alert takes 10 seconds to disappear, which is quite a long time and may be uncomfortable for the user.","16/Jul/26 1:20 PM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:aa58d0f0-01dc-4b39-bab7-538a16905fea]  here news apks using same times as Toast had

[^app-debug (e73f4edb-5406-4657-a7ab-5df2cc227a50).apk] [^app-production (f80f3cf4-bba2-46d9-b899-12d869318d27).apk] ","17/Jul/26 9:21 AM;712020:aa58d0f0-01dc-4b39-bab7-538a16905fea;[~accountid:712020:fd36cadf-9806-42d0-93a9-02002d8431e5] Good morning, the review was done again and the alert time is now appropriate, thank you.",,,,In Progress,14/Jul/26 2:04 PM
CX - Checking testing form,HED-898,26886,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,21/May/26 10:51 AM,22/Jul/26 8:39 AM,,,,0,creditorx,QA,,,,,"URL:  [https://dianaovski.github.io/Checklist-CreditorX/|https://dianaovski.github.io/Checklist-CreditorX/|smart-link] 

AC

* Test & feedback",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i006bs:r,,,Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,,,,,,,,In Progress,03/Jun/26 10:18 AM
CX - Create an account or access for the iOS App Store for Joey,HED-567,22315,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,24/Mar/26 11:19 AM,22/Jul/26 8:39 AM,,,,0,,,,,,,"[joeym@cordobalegal.com|mailto:joeym@cordobalegal.com]

!2026-03-24_11-03-47-20260324-160347.png|width=624,alt=""2026-03-24_11-03-47-20260324-160347.png""!",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,HED-568,,,,,,24/Mar/26 11:20 AM;ug:0ef31130-bcb1-4b60-ad5c-e9a1b0283936;2026-03-24_11-03-47-20260324-160347.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/16640,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i006bs:,,,Sprint 9 - Web MVP,Sprint 10 - CP MVP + CX Issues,Sprint 11 - CP + CX Issu 3,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,In Progress,26/Mar/26 8:17 AM
SPIKE Automate iOS alerts and notifications,HED-507,21165,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,High,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,11/Mar/26 10:21 AM,22/Jul/26 8:39 AM,,,,0,android,DevOps,,,,,"Check store, insights, etc

Output:

# Propose how we can monitor this app",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,,HED-506,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i006bn:,,,Sprint 8 - CX Apps & MVP CP,Sprint 9 - Web MVP,Sprint 10 - CP MVP + CX Issues,Sprint 11 - CP + CX Issu 3,Sprint 12 - CP+CX Issues (D+G),Sprint 13 - CX (I+F+C) CP tst,Sprint 14 - CX feedbk CP feedb,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,16/Mar/26 10:32 AM;712020:313307ce-3202-4da7-b5a3-adcbee32f188;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] Ask John Firebase access,,,,,,,In Progress,12/Mar/26 12:58 PM
CX - Android - Fix voicemail issues,HED-1225,27316,Task,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,10/Jul/26 9:26 AM,22/Jul/26 8:39 AM,22/Jul/26 10:15 AM,,,0,,,,,,,"h3. Summary

Fix voicemail issues on Android.

h3. Context

There are issues with the Android voicemail flow that need to be corrected.

h3. Acceptance criteria

* Fix endpoint format.
* Fix optional aes.
* Only decrypt when there is an aes key.

h3. Other information

* -Fix endpoint format-
* -Fix optional aes-
* -only Decrypt when there is aes key-",,Diana Maribel Adarme Dominguez,rhiraldo,,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,,,,,,,,,,,,,,,,,,,,,HED-1185,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-10T14:24:49.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h16:,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,"10/Jul/26 9:33 AM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4] [~accountid:712020:aa58d0f0-01dc-4b39-bab7-538a16905fea] this is ready for review

[https://github.com/cordoba-tech/creditorx-android/pull/16/changes|https://github.com/cordoba-tech/creditorx-android/pull/16/changes] ","10/Jul/26 3:07 PM;712020:aa58d0f0-01dc-4b39-bab7-538a16905fea;[~accountid:712020:fd36cadf-9806-42d0-93a9-02002d8431e5] [~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] The functional review is carried out and it is evidenced that it works as requested; when using the date filter, the corresponding voicemails are shown and it also allows them to be heard correctly.",15/Jul/26 2:36 PM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188]  this is ready for review.,,,,,In Progress,10/Jul/26 9:26 AM
CX - Android - show accountName instead of userId in my account profile view,HED-1213,27303,Task,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,08/Jul/26 3:58 PM,22/Jul/26 8:39 AM,,,,0,,,,,,,"!image-20260708-211159.png|width=191,alt=""image-20260708-211159.png""!",,Diana Maribel Adarme Dominguez,rhiraldo,,712020:aa58d0f0-01dc-4b39-bab7-538a16905fea,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,,,,,,,,,,,,,,,,,,,,,HED-1185,,,,08/Jul/26 4:12 PM;ug:0cd04935-75db-4721-b765-de9e1ded8e91;image-20260708-211159.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17972,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-10T09:28:39.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h1b:,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,"08/Jul/26 4:12 PM;712020:fd36cadf-9806-42d0-93a9-02002d8431e5;[~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188]   this is ready for review

[https://github.com/cordoba-tech/creditorx-android/pull/15/changes|https://github.com/cordoba-tech/creditorx-android/pull/15/changes] 

[~accountid:712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4] [~accountid:712020:aa58d0f0-01dc-4b39-bab7-538a16905fea]  this is ready for code review.
","21/Jul/26 2:19 PM;712020:aa58d0f0-01dc-4b39-bab7-538a16905fea;[~accountid:712020:fd36cadf-9806-42d0-93a9-02002d8431e5] [~accountid:712020:313307ce-3202-4da7-b5a3-adcbee32f188] the validation and its respective tests are carried out, showing that it already displays the userId, and it is more readable",,,,,,In Progress,08/Jul/26 3:58 PM
SA - SPIKE - Research about delete channel new feature.,HED-1069,27153,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,19/Jun/26 9:32 AM,22/Jul/26 8:39 AM,,,,0,,,,,,,,,rhiraldo,,,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00g9n:,,,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,"XL (8) -> Characteristics:  High-effort, high-uncertainty task.  Touches several areas and often requires coordination.  Ideally split into smaller stories before entering a sprint. Examples: Rewriting a module, complex feature development //  2 days or m",8.0,,,,,,,,,,,To Do,19/Jun/26 9:32 AM
CX - Android Update API,HED-1300,27398,Bug,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,22/Jul/26 10:12 AM,22/Jul/26 10:26 AM,22/Jul/26 10:17 AM,,,0,android,creditorx,,,,,api level 36 or higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h1k:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,,,,In Progress,22/Jul/26 10:26 AM
CX - Android - Amazon CloudWatch RUM,HED-1256,27351,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,15/Jul/26 12:13 PM,22/Jul/26 9:53 AM,17/Jul/26 10:29 AM,,,0,,,,,,,"What to expect about this first implementation:

* Android populates all action events to AWS CloudWatch

AWS Dashboard Cloudwatch we will first see:

* Action logs on the Android clients",,Guillermo Malagón,,,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=DRAFT, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-23T01:39:52.000-0500"",""stateCount"":2,""state"":""DRAFT"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h1n:,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,"XL (8) -> Characteristics:  High-effort, high-uncertainty task.  Touches several areas and often requires coordination.  Ideally split into smaller stories before entering a sprint. Examples: Rewriting a module, complex feature development //  2 days or m",8.0,,,,17/Jul/26 10:25 AM;712020:313307ce-3202-4da7-b5a3-adcbee32f188;Please update description as we said yesterday,,,,,,,In Progress,17/Jul/26 10:05 AM
Daily Standup - Jul/22,HED-1299,27396,Task,Done,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,Done,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,22/Jul/26 9:53 AM,22/Jul/26 2:28 PM,,22/Jul/26 2:28 PM,,0,,,,,,,,,Samil Vargas,,,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7n:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,Done,22/Jul/26 2:28 PM
Android Deploy - Setup + QA testing,HED-1298,27395,Task,Done,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,Done,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,22/Jul/26 9:52 AM,22/Jul/26 9:53 AM,,22/Jul/26 9:53 AM,,0,,,,,,,,,Samil Vargas,,,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7z:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,Done,22/Jul/26 9:53 AM
Code review - Snackbar changes on Android @Roberto,HED-1297,27394,Task,Done,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,Done,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,22/Jul/26 9:52 AM,22/Jul/26 9:52 AM,,22/Jul/26 9:52 AM,,0,,,,,,,,,Samil Vargas,,,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h7r:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,,,,Done,22/Jul/26 9:52 AM
